event_id,event_type,event_subtype,name,start_date,end_date,region,source_name,source_url,notes
E20220613_CQSC_HEAT,heat_stagnation,heat,2022年6月13日至8月30日川渝极端高温,2022-06-13,2022-08-30,四川/重庆,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xmtjj/202301/t20230110_5250856.html,全国1961年以来最强高温过程
E20220601_PEARL_RIVER_HEAVYRAIN,heavy_rain,,2022年6月珠江流域龙舟水强降雨过程,2022-06-01,2022-06-22,广东/广西/福建/江西,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202303/P020230712369377066477.pdf,华南前汛期龙舟水偏强，珠江流域多地出现暴雨洪涝。
E20220512_SOUTHWEST_THUNDERSTORM_HAIL,hail,,2022年5月西南华南冰雹过程,2022-05-12,2022-05-15,贵州/云南/广西/广东,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202303/P020230712369377066477.pdf,西南和华南部分地区出现冰雹、短时强降水等强对流天气。
E20220313_NORTH_SANDSTORM,sandstorm,,2022年3月13-16日北方沙尘暴过程,2022-03-13,2022-03-16,内蒙古/陕西/山西/京津冀/山东/东北西部,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202303/P020230712369377066477.pdf,北方地区出现沙尘暴天气过程，内蒙古中部部分地区出现沙尘暴。
E20220313_NORTH_GALE_DUST,strong_wind,,2022年3月13-16日北方大风沙尘过程,2022-03-13,2022-03-16,内蒙古/陕西/山西/京津冀/山东/东北西部,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202303/P020230712369377066477.pdf,冷空气大风触发北方沙尘暴天气过程，局地阵风较强。
E20220303_NORTH_DUST,sandstorm,,2022年3月3-5日北方扬沙浮尘过程,2022-03-03,2022-03-05,内蒙古/陕西/山西/京津冀/河南/山东,中国气象局大气环境气象公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202307/W020230707572014537338.pdf,2022年首次沙尘天气过程，北方多地出现扬沙或浮尘。
E202202_SOUTH_LOW_TEMP_SNOW,blizzard,,2022年2月南方持续低温阴雨雪寡照过程,2022-02-01,2022-02-22,贵州/湖南/湖北/江西/安徽,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202303/P020230712369377066477.pdf,2月南方出现持续低温阴雨雪和寡照天气。
E202201_SC_SNOWICE,freezing_rain,,2022年1-2月南方低温雨雪冰冻过程,2022-01-25,2022-02-07,贵州/湖南/湖北/江西/安徽,中国气象局,https://www.cma.gov.cn/ztbd/2024zt/20240130/2014072109/202402/t20240201_6049656.html,2022年1月下旬至2月初南方出现持续雨雪冰冻天气。
E20211107_NE_BLIZZARD,blizzard,,2021年11月东北和内蒙古东部强降雪过程,2021-11-07,2021-11-10,内蒙古东部/辽宁/吉林/黑龙江,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202203/P020230712370155615526.pdf,2021年寒潮过程多、极端性强，东北部分地区出现强降雪。
E20211104_COLDWAVE,cold_wave,,2021年11月4-9日强寒潮过程,2021-11-04,2021-11-09,西北/内蒙古/新疆部分地区,中国气象局,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202203/P020230712370155615526.pdf,2021年中国气候公报重要极端事件
E20210720_HENAN_HEAVYRAIN,heavy_rain,,2021年7月17-23日河南郑州特大暴雨,2021-07-17,2021-07-23,河南郑州/新乡/开封/焦作,中央气象台/中国政府网,https://app.www.gov.cn/govdata/gov/202107/21/473752/article.html,河南中北部出现特大暴雨，郑州最大小时降雨量达201.9毫米。
E202106_GBA_HEAT,heat_stagnation,heat,2021年夏季粤港澳大湾区高温过程,2021-06-01,2021-08-31,粤港澳大湾区,中国气象局,https://www.cma.gov.cn/2011xwzx/ywfw/202208/t20220815_5034514.html,2021年大湾区极端最高气温达39.0摄氏度，高温日数偏多。
E202105_SOUTH_CHINA_DROUGHT,drought,,2021年春夏华南阶段性气象干旱,2021-04-01,2021-06-30,广东/福建/广西东部/海南,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202203/P020230712370155615526.pdf,华南部分地区春夏降水偏少，出现阶段性气象干旱。
E20210327_NORTH_SANDSTORM,sandstorm,,2021年3月27日至4月1日北方第二次强沙尘暴过程,2021-03-27,2021-04-01,西北/华北/黄淮/东北,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202203/P020230712370155615526.pdf,2021年北方3月27日至4月1日出现年内第二次强沙尘暴过程。
E20210315_NORTH_GALE_DUST,strong_wind,,2021年3月15日前后北方大风沙尘过程,2021-03-13,2021-03-18,西北/华北/黄淮/东北,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/202103/t20210316_573617.html,近10年最强沙尘天气过程中，蒙古气旋和冷空气造成大范围大风。
E20210313_SANDSTORM,sandstorm,,2021年3月13-18日近10年最强沙尘天气,2021-03-13,2021-03-18,新疆东部和南疆/甘肃/青海东北部/内蒙古中西部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/202103/t20210316_573617.html,沙尘面积超380万平方公里
E202101_SOUTH_FREEZING_RAIN,freezing_rain,,2021年1月南方阶段性低温雨雪冰冻过程,2021-01-06,2021-01-12,贵州/湖南/湖北/江西,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202203/P020230712370155615526.pdf,寒潮影响下南方部分地区出现低温雨雪冰冻天气。
E20210106_NATIONAL_COLDWAVE,cold_wave,,2021年1月6-8日全国强寒潮过程,2021-01-06,2021-01-08,全国大部地区,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202203/P020230712370155615526.pdf,2021年寒潮过程多、极端低温频现，1月上旬多地出现低温极值。
E20201228_NE_SNOW,blizzard,,2020年12月底东北低温降雪过程,2020-12-28,2020-12-31,东北地区/内蒙古东部,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,寒潮背景下东北地区出现降雪、低温和道路结冰。
E20201228_NATIONAL_COLD_AIR_WIND,strong_wind,,2020年12月底全国寒潮大风过程,2020-12-28,2020-12-31,西北/华北/黄淮/江淮/东北,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,年末强冷空气影响我国，多地出现大风降温。
E20201228_NATIONAL_COLDWAVE,cold_wave,,2020年12月28-31日全国大范围寒潮过程,2020-12-28,2020-12-31,全国大部地区,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,2020年末冷空气过程影响范围广，局地降温幅度大。
E202012_NORTH_STAGNATION,heat_stagnation,stagnation,2020年冬季华北黄淮静稳污染过程,2020-12-01,2021-02-28,京津冀/汾渭平原/黄淮,中国气象局,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020210901332524643055.pdf,2020年冬季北方多次出现静稳天气和重污染过程。
E202008_SOUTH_HEAT,heat_stagnation,heat,2020年8月南方持续高温过程,2020-08-01,2020-08-31,江南/华南/四川盆地,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,2020年南方高温出现早、强度强，夏季持续时间偏长。
E202008_SOUTH_DROUGHT,drought,,2020年夏季江南华南气象干旱,2020-08-01,2020-10-31,湖南/江西/福建/广东/广西,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,夏秋季南方部分地区高温少雨，气象干旱发展。
E202007_NORTH_CHINA_THUNDERSTORM_HAIL,hail,,2020年7月华北东北冰雹过程,2020-07-01,2020-07-10,华北/东北/黄淮,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,华北东北多地出现大风、冰雹和短时强降水。
E202006_YANGTZE_MEIYU_HEAVYRAIN,heavy_rain,,2020年6-7月长江流域超长梅雨强降水,2020-06-01,2020-07-31,长江中下游/江淮/江汉,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,长江流域梅雨期长、雨量大，部分地区发生严重暴雨洪涝。
E202006_XJ_HEAT_WIND,heat_stagnation,heat,2020年新疆多次区域性高温过程,2020-06-01,2020-08-31,新疆,新疆气象局,https://xj.cma.gov.cn/zfxxgk/zwgk/qxtjsj/202212/t20221228_5236395.html,8次区域性高温过程并伴随风沙灾害
E202004_SW_FIRE_WEATHER,wildfire_weather,,2020年4月西南春季干热高火险天气,2020-04-01,2020-04-30,云南/四川西南部/贵州西部,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202104/P020230712370988699486.pdf,西南春季阶段性少雨、低湿和大风天气导致火险气象条件偏高。
E202001_XJ_SNOW,blizzard,,2020年1月新疆吐鲁番极端降雪,2020-01-10,2020-01-20,新疆吐鲁番,新疆气象局,https://xj.cma.gov.cn/zfxxgk/zwgk/qxtjsj/202212/t20221228_5236395.html,元月中旬吐鲁番市出现极端降雪
E20191121_JJJ_STAGNATION,heat_stagnation,stagnation,2019年11月21-24日京津冀静稳重污染过程,2019-11-21,2019-11-24,京津冀及周边,生态环境部,https://www.mee.gov.cn/ywdt/hjnews/201911/t20191124_743888.shtml,京津冀再现大范围静稳天气，高湿、逆温不利于污染扩散。
E20190728_SHAANXI_WINDHAIL,hail,,2019年7月28日至8月1日陕晋豫强对流大风,2019-07-28,2019-08-01,陕西/山西/河南,中国气象局,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202102/W020230712372382669002.pdf,多地出现大风、冰雹和短时强降水。
E201909_SOUTH_DROUGHT,drought,,2019年夏秋南方严重气象干旱,2019-07-01,2019-11-30,江南/华南/西南东部,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202102/W020230712372382669002.pdf,南方多地出现持续少雨和高温，气象干旱影响明显。
E201907_NORTH_HEAT,heat_stagnation,heat,2019年7月华北黄淮高温过程,2019-07-01,2019-07-31,华北/黄淮/陕西关中,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/202102/W020230712372382669002.pdf,2019年夏季北方阶段性高温明显。
E20181227_NATIONAL_COLDWAVE,cold_wave,,2018年12月底全国大范围低温雨雪冰冻过程,2018-12-27,2018-12-31,中东部/南方地区,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201901/t20190123_513193.html,2018年12月底出现入冬以来范围最大的低温雨雪冰冻天气过程。
E20181227_CE_SNOWICE,freezing_rain,,2018年12月底中东部低温雨雪冰冻过程,2018-12-27,2018-12-31,江淮/江汉/江南/贵州,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201901/t20190123_513193.html,低温雨雪冰冻天气影响中东部和南方多地。
E20181227_CENTRAL_EAST_WIND,strong_wind,,2018年12月底中东部冷空气大风过程,2018-12-27,2018-12-31,中东部/南方地区,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201901/t20190123_513193.html,入冬以来范围最大的低温雨雪冰冻天气过程伴随明显大风降温。
E20181201_JJJ_STAGNATION,heat_stagnation,stagnation,2018年12月1-3日京津冀及周边静稳重污染过程,2018-12-01,2018-12-03,京津冀及周边/汾渭平原/长三角北部,生态环境部,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk15/201812/t20181201_676869.html,偏东高压、弱偏南风、强逆温和高湿造成不利扩散条件。
E201807_NE_HEAT,heat_stagnation,heat,2018年7月下旬东北地区高温过程,2018-07-20,2018-08-05,辽宁/吉林/黑龙江,中国气象局,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/201903/P020230712371549914044.pdf,东北地区出现持续高温，区域平均气温显著偏高。
E20180403_COLDWAVE,cold_wave,,2018年4月3-7日西北低温冻害寒潮,2018-04-03,2018-04-07,甘肃/宁夏/陕西及西北东部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201805/t20180503_467587.html,严重低温冻害甘肃受灾较重
E20180401_SANDSTORM,sandstorm,,2018年4月1-3日西北沙尘过程,2018-04-01,2018-04-03,新疆南疆/甘肃河西/内蒙古中西部,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201805/t20180503_467587.html,南疆盆地出现沙尘暴甘肃河西和内蒙古中西部受影响
E20180124_CE_SNOW,blizzard,,2018年1月24-28日中东部大范围暴雪,2018-01-24,2018-01-28,河南/湖北/安徽/江苏/浙江,中国气象局,https://www.cma.gov.cn/2011xwzx/2011xqxxw/2011xqxyw/201802/t20180205_461739.html,中东部出现大范围低温雨雪冰冻天气，局地暴雪到大暴雪。
E20170710_JIANGNAN_HEAT,heat_stagnation,heat,2017年7月中旬江南江淮持续高温过程,2017-07-10,2017-07-31,江南/江淮/四川盆地,中国气象局气候公报,https://www.cma.gov.cn/zfxxgk/gknr/qxbg/201801/P020230712372711246746.pdf,2017年全国高温日数为1961年以来最多，连续高温事件明显偏多。
